,SalePrice,Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,Year Built,Year Remod/Add,Full Bath,Mas Vnr Area,Fireplaces,Lot Area,Lot Frontage,Wood Deck SF,Open Porch SF,Neighborhood,Kitchen Qual,Exter Qual,Bsmt Qual,Garage Finish,Foundation,House Style,Sale Condition
1615,225000,7,1733,847.0,433.0,2003,2003,2,0.0,1,12394,,100,48,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Family
1616,168000,6,1572,806.0,373.0,1995,1996,2,0.0,1,10364,,0,40,Gilbert,TA,TA,Gd,Fin,PConc,2Story,Normal
1617,177000,6,1470,794.0,388.0,1997,1997,2,0.0,0,13869,,0,75,Gilbert,TA,TA,Gd,Fin,PConc,2Story,Normal
1618,169000,6,1600,916.0,460.0,1997,1997,2,0.0,1,8773,57.0,100,38,Gilbert,TA,TA,Gd,Fin,PConc,2Story,Normal
1619,161500,6,1384,384.0,390.0,1997,1997,2,0.0,1,8872,56.0,0,0,Gilbert,TA,TA,Gd,Fin,PConc,SLvl,Normal
1620,251000,8,1652,1494.0,499.0,2000,2000,2,0.0,0,5330,41.0,96,48,StoneBr,Ex,Gd,Gd,RFn,PConc,1Story,Normal
1621,160000,6,1694,392.0,398.0,1994,1994,2,32.0,1,10147,,256,64,Gilbert,TA,TA,Gd,Fin,PConc,SLvl,Normal
1622,180000,6,1714,923.0,451.0,1999,2000,2,0.0,1,8637,,256,48,Gilbert,TA,TA,Gd,Fin,PConc,2Story,Abnorml
1623,178750,7,1553,691.0,420.0,1996,1996,2,0.0,0,7875,63.0,0,44,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1624,176000,7,1253,1237.0,402.0,1995,1996,2,38.0,1,7875,63.0,220,21,Gilbert,TA,TA,Gd,Fin,PConc,1Story,Normal
1625,204000,6,2299,938.0,482.0,1999,2003,3,0.0,1,7500,60.0,188,30,Gilbert,TA,TA,Gd,Fin,PConc,2Story,Normal
1626,160000,7,1187,1168.0,420.0,1992,1993,2,52.0,0,9556,,0,21,Gilbert,Gd,TA,Gd,RFn,PConc,1Story,Normal
1627,160000,7,1472,384.0,402.0,1991,1992,2,76.0,1,10784,,164,0,Gilbert,Gd,Gd,Gd,RFn,PConc,SLvl,Normal
1628,163900,7,1482,384.0,392.0,1992,1992,2,170.0,1,9125,,100,25,Gilbert,Gd,TA,Gd,Fin,PConc,SLvl,Normal
1629,168000,6,1642,903.0,392.0,1993,1994,2,0.0,1,7655,,290,84,Gilbert,TA,TA,Gd,RFn,PConc,2Story,Normal
1630,154204,6,1128,1302.0,480.0,1964,1964,1,138.0,1,18160,160.0,0,108,Gilbert,TA,TA,TA,Unf,CBlock,1Story,Alloca
1631,170000,8,1088,1074.0,461.0,1986,1986,1,0.0,0,3696,,0,74,StoneBr,Gd,Gd,Gd,RFn,CBlock,1Story,Normal
1632,207500,7,2090,1190.0,577.0,1984,1984,2,0.0,1,5062,,219,0,StoneBr,Gd,Gd,Gd,Fin,CBlock,2Story,Normal
1633,182000,8,1179,1166.0,480.0,1988,1988,2,0.0,0,4740,38.0,0,108,StoneBr,TA,Gd,Gd,RFn,CBlock,1Story,Normal
1634,212000,8,1321,1312.0,484.0,1990,1990,1,0.0,1,5118,35.0,0,64,StoneBr,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1635,377426,9,1922,1922.0,676.0,2005,2006,2,200.0,1,14157,86.0,178,51,StoneBr,Gd,Gd,Ex,Fin,PConc,1Story,Normal
1636,349265,8,2541,1149.0,729.0,2005,2005,3,146.0,1,12328,98.0,120,32,StoneBr,Ex,Gd,Ex,Fin,PConc,2Story,Normal
1637,591587,9,2338,2660.0,1110.0,2006,2007,2,710.0,2,51974,52.0,0,135,StoneBr,Gd,Ex,Ex,Fin,PConc,1Story,Partial
1638,155000,5,1424,1100.0,828.0,1969,1990,1,0.0,0,41600,195.0,144,0,Gilbert,TA,TA,Gd,Unf,CBlock,1Story,Normal
1639,319900,9,1612,1612.0,556.0,2006,2006,2,165.0,1,8035,61.0,0,164,StoneBr,Ex,Gd,Ex,Fin,PConc,1Story,Normal
1640,392000,8,1419,1419.0,567.0,2007,2007,2,0.0,1,8089,60.0,140,0,StoneBr,Gd,Gd,Gd,RFn,PConc,1Story,Partial
1641,441929,8,2234,2220.0,724.0,2006,2006,1,945.0,1,14082,85.0,390,80,StoneBr,Gd,Gd,Ex,RFn,PConc,1Story,Normal
1642,455000,10,2042,1742.0,724.0,2006,2007,2,250.0,1,13870,81.0,240,52,StoneBr,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1643,182900,6,1440,1440.0,467.0,1981,1981,2,310.0,1,12546,,0,0,NWAmes,Gd,Gd,Gd,Fin,CBlock,1Story,Normal
1644,174000,6,1284,1284.0,480.0,1984,1984,2,0.0,0,10960,,0,0,NWAmes,TA,TA,Gd,Unf,CBlock,1Story,Abnorml
1645,178000,6,1868,585.0,477.0,1984,2003,3,74.0,1,12090,78.0,268,112,NWAmes,TA,TA,Gd,Fin,CBlock,SLvl,Abnorml
1646,176000,7,1479,725.0,484.0,1981,2003,2,306.0,1,12090,78.0,167,72,NWAmes,Gd,Gd,Gd,RFn,CBlock,2Story,Normal
1647,213000,7,1664,1529.0,663.0,1978,1985,2,67.0,1,12299,93.0,0,0,NWAmes,Gd,TA,Gd,Fin,CBlock,1Story,Normal
1648,192000,7,1930,780.0,481.0,1979,1979,2,549.0,1,11339,61.0,192,72,NWAmes,Gd,TA,Gd,Fin,CBlock,2Story,Normal
1649,190000,7,1969,808.0,534.0,1977,1977,2,0.0,1,11952,92.0,0,0,NWAmes,TA,TA,Gd,RFn,CBlock,2Story,Normal
1650,195000,6,2030,848.0,551.0,1976,1976,2,298.0,1,12046,,0,224,NWAmes,Gd,TA,TA,Fin,CBlock,2Story,Normal
1651,148000,6,1032,1032.0,564.0,1978,1978,2,233.0,1,10395,,0,0,NWAmes,TA,TA,Gd,Unf,CBlock,SLvl,Normal
1652,151500,6,1177,1153.0,495.0,1984,1984,2,98.0,0,11850,79.0,204,103,NWAmes,Gd,TA,Gd,Fin,CBlock,1Story,Normal
1653,197000,7,1725,539.0,550.0,1979,1979,2,96.0,1,11584,80.0,0,88,NWAmes,TA,TA,TA,RFn,CBlock,SLvl,Normal
1654,192350,6,1353,1259.0,478.0,1979,1999,2,253.0,1,10400,80.0,240,141,NWAmes,TA,TA,Gd,RFn,CBlock,1Story,Normal
1655,152000,5,1620,780.0,462.0,1969,1969,2,263.0,0,10793,80.0,208,0,NWAmes,TA,TA,TA,Fin,CBlock,2Story,Normal
1656,170000,6,1220,1625.0,944.0,1971,1971,2,176.0,1,13001,128.0,0,0,NWAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1657,175000,5,1484,1484.0,487.0,1971,1971,2,0.0,1,12243,70.0,224,0,NWAmes,TA,TA,Gd,Unf,CBlock,1Story,Normal
1658,175000,6,1743,702.0,539.0,1968,1968,1,365.0,1,11700,90.0,224,0,NWAmes,TA,Gd,TA,Unf,CBlock,2Story,Normal
1659,197900,7,1935,793.0,550.0,1976,1976,2,233.0,1,12384,,0,113,NWAmes,TA,TA,Gd,RFn,CBlock,2Story,Normal
1660,174000,7,1324,1228.0,585.0,1976,1976,2,130.0,1,8991,64.0,407,36,NWAmes,Gd,TA,Gd,Fin,CBlock,SLvl,Normal
1661,178900,6,1877,1084.0,488.0,1974,1974,2,0.0,1,8000,80.0,0,96,NWAmes,TA,TA,TA,Unf,CBlock,2Story,Normal
1662,139000,5,1109,372.0,288.0,1971,2005,1,82.0,0,10500,70.0,35,0,NAmes,TA,TA,TA,Unf,CBlock,SLvl,Normal
1663,143250,6,981,981.0,576.0,1971,1971,1,0.0,0,10530,,0,312,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1664,184000,7,1479,725.0,484.0,1972,2004,1,138.0,0,7472,,0,32,NAmes,Gd,TA,TA,Fin,CBlock,2Story,Normal
1665,155000,5,1422,925.0,576.0,1970,1990,1,0.0,0,9457,63.0,252,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1666,133000,5,914,914.0,368.0,1970,2002,1,32.0,0,7920,66.0,120,0,NAmes,Ex,TA,TA,RFn,CBlock,1Story,Normal
1667,119500,5,950,950.0,280.0,1971,1971,1,0.0,0,9758,61.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1668,123000,4,872,858.0,480.0,1971,1971,1,0.0,0,8294,70.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1669,110000,4,858,858.0,684.0,1971,1971,1,0.0,0,7340,,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1670,128000,4,914,914.0,270.0,1961,1961,1,0.0,0,17199,,140,0,NAmes,TA,TA,TA,Unf,BrkTil,1Story,Normal
1671,120500,4,864,864.0,528.0,1971,1971,1,0.0,0,9000,60.0,0,0,NAmes,TA,TA,TA,Unf,PConc,1Story,Normal
1672,133000,7,767,723.0,367.0,1998,1998,1,182.0,0,4058,34.0,120,40,NAmes,TA,TA,Gd,Fin,PConc,SFoyer,Normal
1673,155000,6,1337,1337.0,511.0,2001,2001,2,0.0,1,4113,33.0,136,68,NAmes,Gd,Gd,Gd,Fin,PConc,1Story,Normal
1674,177000,6,1337,1405.0,522.0,1997,1998,2,0.0,1,10943,26.0,0,68,NAmes,Gd,Gd,Gd,Fin,PConc,1Story,Normal
1675,113500,6,1092,525.0,264.0,1973,1973,1,567.0,0,2205,21.0,144,0,BrDale,TA,TA,TA,Unf,CBlock,2Story,Normal
1676,113000,6,1218,672.0,264.0,1973,1973,1,285.0,0,1890,21.0,144,28,BrDale,TA,TA,TA,Unf,CBlock,2Story,Normal
1677,113700,6,1218,672.0,264.0,1973,1973,1,265.0,0,2058,21.0,0,28,BrDale,Ex,TA,TA,Unf,CBlock,2Story,Normal
1678,106000,5,1302,630.0,440.0,1970,1970,2,304.0,0,2016,24.0,0,0,BrDale,TA,TA,TA,Unf,CBlock,2Story,Normal
1679,122500,5,1365,765.0,440.0,1971,1971,1,376.0,0,1920,24.0,240,36,BrDale,TA,TA,TA,Unf,CBlock,2Story,Normal
1680,128000,6,958,1078.0,440.0,1976,1976,2,0.0,1,4928,,0,205,NPkVill,TA,TA,Gd,RFn,CBlock,1Story,Normal
1681,155000,6,1548,804.0,440.0,1976,1976,2,0.0,1,2308,24.0,48,0,NPkVill,Gd,TA,Gd,Unf,CBlock,2Story,Normal
1682,142500,7,1055,1061.0,319.0,1978,1978,2,0.0,0,2304,24.0,108,32,NPkVill,TA,TA,Gd,Unf,CBlock,1Story,Normal
1683,129250,5,988,988.0,360.0,1966,1966,1,52.0,0,7150,65.0,0,0,NAmes,TA,TA,TA,Unf,CBlock,1Story,Normal
1684,356000,9,1816,1790.0,730.0,2006,2007,2,378.0,1,12469,96.0,186,36,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1685,314813,9,1828,1822.0,774.0,2007,2007,2,452.0,1,11694,90.0,0,108,NridgHt,Gd,Ex,Ex,Unf,PConc,1Story,Partial
1686,318000,8,1694,1694.0,818.0,2007,2007,2,254.0,0,12030,93.0,168,228,NridgHt,Gd,Ex,Ex,Fin,PConc,1Story,Partial
1687,322400,8,1694,1694.0,856.0,2006,2007,2,302.0,1,11825,91.0,0,112,NridgHt,Gd,Gd,Ex,RFn,PConc,1Story,Partial
1688,318000,8,1734,1734.0,928.0,2007,2007,2,328.0,1,12085,93.0,0,0,NridgHt,Ex,Gd,Ex,RFn,PConc,1Story,Partial
1689,345474,8,2122,2108.0,938.0,2007,2007,2,0.0,1,14333,110.0,130,142,NridgHt,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1690,415298,9,2121,2121.0,732.0,2006,2007,2,315.0,1,14450,107.0,124,98,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1691,492000,9,2656,1934.0,1040.0,2007,2007,2,456.0,1,13641,107.0,268,58,NridgHt,Ex,Ex,Ex,RFn,PConc,2Story,Partial
1692,338931,8,2550,1108.0,670.0,2006,2007,2,190.0,1,13440,110.0,120,39,NridgHt,Ex,Gd,Ex,Fin,PConc,2Story,Partial
1693,450000,10,2046,1994.0,878.0,2005,2006,2,400.0,2,15431,105.0,188,65,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Normal
1694,280000,7,2172,1063.0,947.0,2006,2006,2,350.0,1,14154,109.0,192,62,NridgHt,Gd,Gd,Ex,RFn,PConc,2Story,Partial
1695,479069,9,2552,2552.0,932.0,2007,2007,2,456.0,2,13891,107.0,130,28,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1696,395000,8,1973,1935.0,895.0,2006,2006,2,375.0,1,14226,110.0,315,45,NridgHt,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1697,380000,9,2643,2153.0,694.0,2006,2006,2,772.0,1,13693,105.0,414,84,NridgHt,Ex,Ex,Gd,Fin,PConc,2Story,Normal
1698,250000,8,1634,1626.0,866.0,2006,2006,2,248.0,1,11428,98.0,0,44,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1699,440000,8,1976,1976.0,908.0,2006,2007,2,304.0,1,14977,110.0,250,63,NridgHt,Gd,Gd,Ex,RFn,PConc,1Story,Partial
1700,418000,9,2758,1704.0,814.0,2005,2006,2,365.0,1,13654,118.0,282,55,NridgHt,Ex,Gd,Ex,Fin,PConc,2Story,Normal
1701,500067,10,2290,2320.0,1174.0,2007,2007,2,970.0,1,17169,59.0,192,30,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1702,260116,8,2152,1582.0,728.0,2007,2008,2,0.0,1,16659,134.0,0,368,NridgHt,Gd,Gd,Gd,Unf,PConc,2Story,Partial
1703,317000,8,2473,1143.0,852.0,2004,2005,2,344.0,1,9591,76.0,192,151,NridgHt,Gd,Gd,Ex,RFn,PConc,2Story,Normal
1704,319500,8,2100,918.0,786.0,2007,2007,2,120.0,2,9709,82.0,172,104,NridgHt,Ex,Ex,Ex,Fin,PConc,2Story,Partial
1705,325624,8,2161,1582.0,789.0,2007,2007,1,300.0,1,10562,86.0,178,120,NridgHt,Ex,Gd,Ex,Fin,PConc,2Story,Partial
1706,372000,9,1802,1802.0,843.0,2006,2006,2,510.0,1,13615,94.0,158,105,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Normal
1707,342000,8,2956,1706.0,916.0,2004,2004,2,502.0,1,13069,99.0,194,50,NridgHt,Ex,Gd,Gd,RFn,PConc,2Story,Normal
1708,354000,8,2468,1136.0,872.0,2004,2004,2,388.0,1,12099,99.0,184,154,NridgHt,Gd,Gd,Ex,Fin,PConc,2Story,Normal
1709,350000,8,2385,1317.0,818.0,2003,2003,2,280.0,1,14277,110.0,192,228,NridgHt,Gd,Gd,Ex,Fin,PConc,2Story,Normal
1710,285000,8,2374,1181.0,656.0,2003,2004,2,340.0,1,11999,93.0,104,100,NridgHt,Ex,Gd,Gd,Fin,PConc,2Story,Normal
1711,281500,8,1818,895.0,774.0,2007,2007,2,246.0,1,12568,,196,104,NridgHt,Ex,Gd,Ex,Fin,PConc,2Story,Partial
1712,245700,7,1614,1614.0,878.0,2005,2006,2,210.0,0,9926,70.0,100,38,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1713,232698,8,1721,1721.0,554.0,2005,2005,2,210.0,0,9254,71.0,168,27,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1714,250000,8,1828,1298.0,876.0,2006,2007,2,0.0,0,10732,92.0,0,40,NridgHt,Gd,Gd,Gd,RFn,PConc,2Story,Partial
1715,194700,6,1362,1362.0,460.0,2005,2006,2,256.0,1,7577,61.0,192,28,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1716,204000,6,1302,1302.0,631.0,2005,2006,1,182.0,1,3901,34.0,110,50,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Partial
1717,200000,6,1302,1302.0,631.0,2005,2006,1,182.0,1,3903,34.0,110,50,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1718,207000,6,1362,1362.0,460.0,2005,2006,2,256.0,1,6289,41.0,192,28,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1719,209500,8,1554,1554.0,627.0,2006,2006,2,108.0,1,4590,34.0,156,73,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1720,209500,8,1554,1554.0,627.0,2006,2006,2,108.0,1,4590,34.0,156,73,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1721,202500,8,1370,1370.0,484.0,2006,2006,2,178.0,1,6442,44.0,120,49,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1722,280000,9,1577,1577.0,564.0,2005,2005,2,394.0,1,7841,48.0,203,39,NridgHt,Ex,Ex,Ex,RFn,PConc,1Story,Normal
1723,277500,9,1561,1561.0,556.0,2005,2005,2,246.0,1,7313,60.0,203,47,NridgHt,Ex,Ex,Ex,Fin,PConc,1Story,Normal
1724,318061,9,1869,1869.0,617.0,2007,2007,2,362.0,1,7820,68.0,210,54,NridgHt,Ex,Ex,Ex,RFn,PConc,1Story,Partial
1725,221370,8,1324,1324.0,550.0,2006,2006,2,176.0,1,6240,48.0,0,38,NridgHt,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1726,200000,7,1405,1405.0,478.0,2003,2003,2,235.0,1,3242,48.0,136,36,NridgHt,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1727,181755,6,1496,768.0,572.0,2007,2007,3,,0,15810,59.0,100,0,Gilbert,Gd,Gd,Gd,Unf,CBlock,2Story,Partial
1728,176000,6,1536,768.0,400.0,2005,2006,2,0.0,1,10237,65.0,100,38,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1729,178900,6,1484,783.0,393.0,2005,2007,2,0.0,1,10237,65.0,0,72,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Partial
1730,168165,7,1458,608.0,454.0,2006,2007,2,44.0,0,13204,58.0,100,33,Gilbert,Gd,TA,Gd,Fin,PConc,2Story,Partial
1731,171925,6,1495,738.0,440.0,2006,2006,2,0.0,1,8857,62.0,100,30,Gilbert,Gd,Gd,Gd,RFn,PConc,2Story,Partial
1732,198444,6,1746,698.0,350.0,2006,2007,2,0.0,1,9729,63.0,0,34,Gilbert,Gd,Gd,Gd,Unf,PConc,2Story,Partial
1733,203000,6,1326,1326.0,388.0,2005,2005,2,0.0,0,12216,88.0,120,23,Gilbert,Gd,TA,Gd,Fin,PConc,1Story,Normal
1734,179540,7,1456,728.0,400.0,2007,2007,2,0.0,1,9018,65.0,100,24,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Partial
1735,176485,7,1302,1302.0,436.0,2007,2007,2,0.0,0,8993,73.0,0,22,Gilbert,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1736,181134,7,1340,1340.0,396.0,2007,2007,2,0.0,0,8899,73.0,100,30,Gilbert,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1737,156932,6,1412,616.0,432.0,2006,2007,2,0.0,1,8499,73.0,0,36,Gilbert,Gd,TA,Gd,Fin,PConc,2Story,Partial
1738,166000,6,1504,752.0,440.0,2007,2007,2,22.0,0,8229,72.0,100,32,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Partial
1739,177594,7,1456,728.0,400.0,2007,2007,2,16.0,0,7713,64.0,100,24,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Partial
1740,173500,7,1258,1246.0,462.0,2007,2007,2,0.0,0,7697,64.0,0,0,Gilbert,Gd,Gd,Gd,RFn,PConc,1Story,Partial
1741,172500,7,1258,1258.0,648.0,2006,2007,2,72.0,1,3922,53.0,144,16,Blmngtn,Gd,Gd,Ex,Fin,PConc,1Story,Partial
1742,194201,7,1402,1258.0,648.0,2006,2007,0,72.0,1,3922,53.0,120,16,Blmngtn,Gd,Gd,Ex,Fin,PConc,1Story,Partial
1743,226500,8,1589,1406.0,630.0,2003,2003,2,72.0,1,3621,,143,20,Blmngtn,Gd,Gd,Gd,Fin,PConc,1Story,Normal
1744,185485,7,1266,1266.0,388.0,2007,2007,2,16.0,1,3710,53.0,100,16,Blmngtn,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1745,259000,7,1530,1530.0,630.0,2004,2004,2,0.0,1,14572,182.0,144,36,Gilbert,Gd,Gd,Gd,Fin,PConc,1Story,Family
1746,188500,7,1119,835.0,437.0,2004,2005,2,0.0,0,16219,65.0,100,24,Gilbert,Gd,Gd,Gd,Fin,PConc,SLvl,Normal
1747,175000,7,1374,384.0,400.0,2004,2004,2,0.0,1,11084,87.0,100,0,Gilbert,Gd,Gd,Gd,Fin,PConc,SLvl,Family
1748,215000,7,1959,847.0,434.0,2004,2005,2,0.0,1,11796,59.0,100,48,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1749,206580,7,1525,1510.0,534.0,2006,2006,2,0.0,1,10936,59.0,100,18,Gilbert,Gd,Gd,Gd,RFn,PConc,1Story,Partial
1750,183500,7,1720,840.0,440.0,2004,2004,2,0.0,1,8244,62.0,100,48,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1751,165500,7,1394,384.0,400.0,2003,2003,2,,1,11950,,100,0,Gilbert,Gd,Gd,Gd,Fin,PConc,SLvl,Normal
1752,211000,7,1948,847.0,434.0,2003,2003,2,16.0,1,7875,63.0,0,48,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1753,181000,6,1690,924.0,463.0,2000,2000,2,0.0,1,8063,,100,48,Gilbert,TA,TA,Gd,RFn,PConc,2Story,Abnorml
1754,219500,7,1995,854.0,435.0,2002,2002,2,0.0,1,8740,,264,48,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1755,175000,6,1647,953.0,460.0,1999,2000,2,0.0,1,7917,62.0,0,40,Gilbert,TA,TA,Gd,RFn,PConc,2Story,Normal
1756,170000,7,1430,384.0,400.0,2000,2000,2,0.0,1,9967,76.0,100,0,Gilbert,TA,TA,Gd,RFn,PConc,SLvl,Normal
1757,162000,7,1320,660.0,400.0,2003,2003,2,0.0,0,7750,,0,48,Gilbert,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1758,187000,6,1690,915.0,442.0,2000,2000,2,0.0,1,9487,58.0,0,50,Gilbert,TA,TA,Gd,RFn,PConc,2Story,Normal
1759,185000,6,1644,941.0,460.0,1999,2000,2,0.0,1,9649,59.0,460,42,Gilbert,TA,TA,Gd,RFn,PConc,2Story,Normal
1760,745000,10,4476,2396.0,813.0,1996,1996,3,0.0,2,15623,160.0,171,78,NoRidge,Ex,Gd,Ex,Fin,PConc,2Story,Abnorml
1761,384500,8,2551,1779.0,925.0,1997,1998,2,515.0,2,12191,100.0,76,61,NoRidge,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1762,248000,8,2285,969.0,648.0,2000,2000,2,72.0,1,11000,,0,56,NoRidge,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1763,466500,10,2633,2633.0,804.0,2001,2002,2,705.0,2,11400,,314,140,NoRidge,Ex,Ex,Ex,RFn,PConc,1Story,Normal
1764,410000,9,3078,1408.0,806.0,1998,1998,2,422.0,1,10557,89.0,108,87,NoRidge,Gd,Gd,Ex,Fin,PConc,2Story,Normal
1765,322500,8,2582,1389.0,758.0,1998,1999,2,0.0,1,11002,74.0,286,60,NoRidge,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1766,252000,7,2385,1066.0,600.0,1998,1998,2,275.0,1,10790,83.0,120,38,NoRidge,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1767,755000,10,4316,2444.0,832.0,1994,1995,3,1170.0,2,21535,104.0,382,50,NoRidge,Ex,Ex,Ex,Fin,PConc,2Story,Normal
1768,269790,7,2013,1117.0,455.0,1996,1997,2,0.0,1,9920,92.0,180,130,NoRidge,TA,Gd,Gd,Unf,PConc,2Story,Normal
1769,315750,7,2398,1379.0,834.0,1996,1997,2,594.0,1,11787,95.0,239,60,NoRidge,Gd,Gd,Gd,Fin,PConc,2Story,Normal
1770,290000,7,2520,1203.0,721.0,1995,1995,2,290.0,1,9950,82.0,224,114,NoRidge,Gd,Gd,Gd,RFn,PConc,2Story,Abnorml
1771,290000,8,2531,1318.0,752.0,1995,1995,2,513.0,1,12257,65.0,222,98,NoRidge,Gd,Gd,Gd,RFn,PConc,2Story,Normal
1772,430000,8,3228,3200.0,546.0,1992,1993,3,0.0,1,12692,,264,75,NoRidge,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1773,263000,8,2202,1105.0,517.0,1992,1993,2,309.0,1,11762,88.0,0,65,NoRidge,Gd,Gd,Ex,RFn,PConc,2Story,Normal
1774,330000,8,2538,1325.0,933.0,1996,1997,2,526.0,1,9044,82.0,198,92,NoRidge,Gd,Gd,Gd,RFn,PConc,2Story,Normal
1775,213133,7,1369,1369.0,605.0,2007,2007,2,0.0,0,9910,75.0,0,203,Somerst,Gd,Gd,Gd,Unf,PConc,1Story,Partial
1776,260261,8,1542,1542.0,852.0,2007,2007,2,164.0,1,11830,91.0,168,110,Somerst,Gd,Gd,Gd,Unf,PConc,1Story,Partial
1777,320000,9,1905,1905.0,788.0,2006,2006,2,302.0,1,11670,84.0,0,191,Somerst,Ex,Ex,Ex,Fin,PConc,1Story,Normal
1778,282922,8,1464,1485.0,754.0,2007,2007,2,84.0,0,15256,49.0,168,160,Somerst,Gd,Gd,Gd,Unf,PConc,1Story,Normal
1779,215000,8,1534,1524.0,484.0,2006,2006,2,248.0,1,10612,76.0,168,46,Somerst,Gd,Gd,Gd,Fin,PConc,1Story,Family
1780,419005,10,1966,1966.0,1092.0,2007,2007,2,754.0,1,12291,98.0,76,52,Somerst,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1781,255000,8,1636,1623.0,865.0,2006,2006,2,208.0,1,13501,116.0,0,60,Somerst,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1782,147000,8,1795,1795.0,895.0,2006,2007,2,428.0,1,9986,75.0,0,49,Somerst,Gd,Gd,Ex,RFn,PConc,1Story,Partial
1783,235876,7,1528,1528.0,480.0,2007,2007,3,,1,9965,85.0,0,228,Somerst,Gd,Gd,Gd,Unf,PConc,1Story,Partial
1784,311872,7,1726,1726.0,786.0,2007,2007,2,205.0,1,9416,79.0,171,138,Somerst,Ex,Ex,Ex,Fin,PConc,1Story,Partial
1785,248328,7,1689,1689.0,954.0,2007,2007,2,0.0,0,9849,83.0,0,56,Somerst,Gd,Gd,Gd,RFn,PConc,1Story,Partial
1786,227000,8,1588,1588.0,825.0,2006,2006,2,410.0,1,10000,85.0,144,45,Somerst,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1787,260000,8,1538,1538.0,484.0,2005,2005,2,148.0,0,8847,74.0,146,40,Somerst,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1788,225000,8,1496,1496.0,474.0,2007,2007,2,140.0,0,9158,76.0,168,130,Somerst,Gd,Gd,Gd,Fin,PConc,1Story,Partial
1789,249000,7,1506,1494.0,672.0,2005,2006,2,143.0,1,8251,70.0,192,35,Somerst,Gd,Gd,Gd,RFn,PConc,1Story,Normal
1790,307000,8,1694,1686.0,636.0,2004,2005,2,186.0,1,10084,75.0,255,57,Somerst,Gd,Gd,Ex,RFn,PConc,1Story,Normal
1791,250000,7,1977,982.0,574.0,2006,2006,2,0.0,0,9605,70.0,240,53,Somerst,Gd,Gd,Gd,RFn,PConc,2Story,Family
1792,221300,8,1830,1302.0,859.0,2006,2006,2,0.0,0,8778,75.0,0,40,Somerst,Gd,Gd,Gd,RFn,PConc,2Story,Normal
