,Unnamed: 0,SalePrice,Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,Year Built,Year Remod/Add,Full Bath,Mas Vnr Area,Fireplaces,Lot Area,Lot Frontage,Wood Deck SF,Open Porch SF,Kitchen Qual,Exter Qual,Bsmt Qual,Garage Finish,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
1269,1269,127000,5,1507,1075.0,404.0,1960,1960,2,0.0,0,7910,70.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1270,1270,159000,5,1256,1256.0,311.0,1959,1959,1,0.0,0,8000,80.0,0,240,4,2,3.0,2.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1271,1271,125900,5,1027,1027.0,299.0,1962,1962,1,0.0,0,8000,80.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1272,1272,155000,5,1269,1269.0,308.0,1960,1960,1,0.0,1,7931,70.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1273,1273,138000,6,1320,768.0,576.0,1948,1950,2,0.0,0,8064,60.0,108,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1274,1274,112500,6,984,936.0,280.0,1954,1954,1,0.0,0,6390,64.0,0,0,3,2,3.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1275,1275,105500,6,832,832.0,528.0,1954,1954,1,0.0,0,7227,59.0,0,0,4,2,3.0,1.0,True,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1276,1276,127500,6,1278,854.0,240.0,1954,1954,1,0.0,0,7200,60.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1278,1278,150000,5,1588,768.0,480.0,1955,1967,1,0.0,0,7200,60.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1279,1279,109500,5,825,825.0,350.0,1954,1954,1,0.0,0,7200,60.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1280,1280,140000,6,1796,780.0,483.0,1963,1963,1,415.0,1,7056,71.0,0,50,3,2,3.0,2.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1281,1281,167900,6,1611,780.0,442.0,1964,1964,1,360.0,0,9760,80.0,328,128,3,2,3.0,2.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1282,1282,136870,5,1117,1117.0,264.0,1963,1963,1,0.0,0,7590,69.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1283,1283,143000,6,1133,192.0,308.0,2008,2008,1,0.0,0,9836,56.0,0,175,3,2,3.0,1.0,False,True,False,False,False,False,False,False,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1284,1284,73000,5,764,680.0,504.0,1925,2004,1,0.0,0,5232,30.0,0,0,3,2,2.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1285,1285,157500,5,1539,650.0,686.0,1904,2002,2,0.0,1,10440,60.0,70,78,4,2,3.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1286,1286,122600,5,1323,780.0,400.0,1948,2005,1,0.0,0,9184,57.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1287,1287,111000,5,1360,680.0,330.0,1910,2003,1,0.0,0,4800,80.0,192,50,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1288,1288,256000,6,2792,1510.0,520.0,1920,1950,2,0.0,2,10440,60.0,0,547,3,3,4.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1289,1289,64000,5,672,672.0,256.0,1940,1950,1,0.0,0,4800,60.0,0,0,3,2,2.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1290,1290,139500,6,1456,728.0,308.0,1915,2005,1,0.0,0,6000,60.0,0,0,4,3,3.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1292,1292,200000,7,2082,1362.0,484.0,2003,2003,2,0.0,0,11426,63.0,280,238,4,2,4.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1293,1293,119164,4,1656,801.0,440.0,1940,1985,2,0.0,0,7628,63.0,187,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1294,1294,122250,5,1740,936.0,225.0,1920,1950,1,0.0,1,7308,81.0,0,0,5,1,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1296,1296,155000,6,1436,884.0,828.0,1940,1950,2,0.0,2,10800,60.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1297,1297,78000,5,899,481.0,200.0,1910,1950,1,0.0,0,6756,60.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1299,1299,115000,5,789,789.0,250.0,1948,1950,1,0.0,0,6000,50.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1300,1300,147000,5,1122,924.0,528.0,1948,2005,1,0.0,0,12000,100.0,0,36,4,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1301,1301,140000,5,1499,904.0,869.0,1946,1950,1,0.0,1,9000,75.0,0,20,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1302,1302,46500,2,407,407.0,297.0,1946,1950,1,0.0,0,7311,62.0,76,0,3,2,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1303,1303,112500,5,928,928.0,288.0,1957,1957,1,0.0,0,6000,50.0,0,0,3,2,3.0,3.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1304,1304,107900,4,901,901.0,281.0,1954,2000,1,0.0,0,6000,50.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1306,1306,295000,7,3493,1470.0,870.0,1880,2002,3,0.0,1,18386,87.0,302,0,4,2,3.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1307,1307,139500,5,1627,797.0,420.0,1900,2006,2,0.0,0,9142,69.0,192,0,3,2,2.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1308,1308,153900,5,1416,876.0,720.0,1915,1950,1,0.0,1,12665,100.0,418,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1309,1309,132000,7,1450,624.0,288.0,1920,1965,1,0.0,0,5350,53.0,0,192,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1310,1310,98000,5,1344,624.0,513.0,1916,1950,1,0.0,0,4571,34.0,0,0,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1311,1311,114000,5,1017,346.0,308.0,1900,2003,1,0.0,0,9143,69.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1312,1312,130000,5,2350,973.0,393.0,1920,1960,2,0.0,0,9600,60.0,0,0,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1313,1313,129500,6,2058,735.0,396.0,1917,1950,1,0.0,1,9600,60.0,0,0,3,2,4.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1315,1315,161000,7,1378,689.0,360.0,1928,2005,2,0.0,1,9600,60.0,0,0,4,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1316,1316,163000,6,1912,482.0,672.0,1905,2000,2,0.0,1,10800,60.0,0,25,3,2,2.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1319,1319,116900,7,1111,572.0,288.0,1926,1950,1,0.0,1,5700,68.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1320,1320,325000,10,2775,1237.0,880.0,1893,2000,3,0.0,1,13500,75.0,105,502,4,4,3.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1321,1321,55000,2,1086,723.0,400.0,1920,1950,1,0.0,0,11340,60.0,0,24,3,1,2.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1322,1322,184000,7,2495,1313.0,342.0,1890,1999,2,0.0,1,10800,60.0,0,299,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1323,1323,110000,5,984,984.0,308.0,1959,1959,1,164.0,0,9750,65.0,0,0,2,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1324,1324,131500,5,1795,1050.0,352.0,1954,1954,2,335.0,0,12150,81.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1326,1326,115500,4,1093,869.0,308.0,1958,2006,1,0.0,0,8516,52.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1327,1327,138000,5,1143,1008.0,288.0,1928,1983,1,0.0,1,7111,55.0,265,0,3,3,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,1328,108000,7,1668,672.0,252.0,1945,1950,1,0.0,0,7425,68.0,210,0,4,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,1329,79500,5,935,742.0,308.0,1930,1960,1,0.0,0,9100,50.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1330,1330,153000,5,1738,1024.0,240.0,1935,1950,2,0.0,1,7010,68.0,0,30,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,1332,124000,5,1210,672.0,240.0,1941,2006,1,0.0,0,5000,50.0,0,0,4,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,1333,106900,6,1290,554.0,200.0,1900,2000,1,0.0,0,5870,59.0,38,112,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,1334,164900,6,1672,981.0,240.0,1940,1989,1,0.0,1,6000,50.0,0,11,4,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,1335,119000,5,949,949.0,370.0,1924,2003,1,0.0,1,6000,50.0,0,0,3,2,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,1336,120000,6,1158,862.0,208.0,1929,1950,1,0.0,1,6000,50.0,0,0,3,2,3.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,1337,157000,6,1497,825.0,672.0,1937,2000,2,0.0,0,6000,50.0,272,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,1338,105000,6,1342,739.0,240.0,1939,1950,2,0.0,1,6000,50.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,1339,113000,6,1013,992.0,160.0,1926,1950,1,0.0,0,5000,50.0,0,0,3,2,3.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,1340,115000,5,1216,565.0,355.0,1920,1997,1,0.0,1,5520,60.0,0,0,3,2,3.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,1342,123000,4,1136,704.0,336.0,1929,1950,1,0.0,0,6240,52.0,0,365,3,2,3.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,1344,162900,5,1573,1078.0,360.0,1930,1992,2,0.0,1,6240,52.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,1345,150000,7,2009,989.0,400.0,1939,1950,2,0.0,1,6240,52.0,0,20,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,1346,123500,5,1902,1100.0,576.0,1923,1950,2,0.0,0,6120,51.0,0,139,3,2,3.0,1.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1347,1347,129900,7,1774,952.0,468.0,1931,1950,2,0.0,2,6120,51.0,90,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1348,1348,128000,6,1362,611.0,502.0,1920,1999,2,0.0,0,6155,60.0,0,0,3,2,2.0,3.0,False,False,False,False,True,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,1349,68500,4,520,520.0,240.0,1927,1950,1,0.0,0,6324,60.0,49,0,2,2,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,1350,127000,5,1285,672.0,240.0,1948,2001,1,0.0,0,8635,50.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,1351,207000,6,1848,833.0,370.0,1923,2000,1,0.0,1,13053,64.0,0,0,4,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,1352,184000,7,1820,1026.0,240.0,1925,1950,2,0.0,0,9120,60.0,0,100,3,2,3.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,1353,162500,6,1716,810.0,672.0,1915,2004,2,0.0,0,9144,60.0,0,195,4,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,1354,145000,5,1505,883.0,240.0,1940,1982,1,0.0,0,9144,68.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,1355,130000,6,838,816.0,275.0,1918,2000,1,0.0,0,10267,55.0,0,0,2,2,3.0,3.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,1357,161000,8,1666,588.0,228.0,1925,1996,1,0.0,1,5100,68.0,192,63,4,2,3.0,1.0,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1358,1358,127500,6,1609,796.0,228.0,1910,1950,1,0.0,0,4347,63.0,0,182,3,3,4.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1359,1359,93850,6,768,768.0,440.0,1930,1950,1,0.0,0,6291,68.0,0,0,3,3,3.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,1360,136000,6,1536,768.0,308.0,1952,1952,1,0.0,0,10266,60.0,0,216,3,2,3.0,1.0,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,1361,141000,6,1969,1272.0,400.0,1938,1958,2,0.0,1,6876,60.0,0,34,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,1362,120000,5,1308,880.0,400.0,1915,1978,2,0.0,0,10320,68.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,1363,127500,6,1040,1040.0,320.0,1925,1992,1,0.0,0,7200,60.0,0,132,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,1364,127000,6,1236,768.0,384.0,1925,1950,2,0.0,1,7006,62.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,1366,125000,5,825,825.0,720.0,1955,1995,1,0.0,0,8235,49.0,140,50,3,2,3.0,2.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1368,1368,85000,5,759,451.0,576.0,1912,1991,1,0.0,0,10320,60.0,40,0,3,2,2.0,1.0,False,True,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,1370,135000,6,1469,756.0,216.0,1906,1995,1,0.0,0,10320,60.0,57,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,1371,124000,5,1054,1046.0,240.0,1947,1993,1,0.0,0,9488,82.0,0,60,3,3,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1372,1372,134000,5,1211,952.0,322.0,1968,1968,1,0.0,1,8250,55.0,0,63,3,2,3.0,1.0,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1373,1373,135000,5,1271,720.0,312.0,1948,1950,2,0.0,1,21286,115.0,0,0,3,2,3.0,1.0,False,False,False,False,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1376,1376,148000,5,1075,981.0,440.0,1963,1963,1,0.0,0,11235,68.0,64,0,4,2,4.0,1.0,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
